gene,Strategy,csy interval,csy start age,run type,QALYs,Life-years,CRC incidence,CRC death,cost,colonoscopies,csy comps
MSH2,"Q1Y, Start age: 25",1,25,D_matrix_MSH2_1_25_both_genders.csv,,,,,,,
MSH2,"Q1Y, Start age: 30",1,30,D_matrix_MSH2_1_30_both_genders.csv,,,,,,,
MSH2,"Q1Y, Start age: 35",1,35,D_matrix_MSH2_1_35_both_genders.csv,,,,,,,
MSH2,"Q1Y, Start age: 40",1,40,D_matrix_MSH2_1_40_both_genders.csv,,,,,,,
MSH2,"Q2Y, Start age: 25",2,25,D_matrix_MSH2_2_25_both_genders.csv,,,,,,,
MSH2,"Q2Y, Start age: 30",2,30,D_matrix_MSH2_2_30_both_genders.csv,,,,,,,
MSH2,"Q2Y, Start age: 35",2,35,D_matrix_MSH2_2_35_both_genders.csv,,,,,,,
MSH2,"Q2Y, Start age: 40",2,40,D_matrix_MSH2_2_40_both_genders.csv,,,,,,,
MSH2,"Q3Y, Start age: 25",3,25,D_matrix_MSH2_3_25_both_genders.csv,,,,,,,
MSH2,"Q3Y, Start age: 30",3,30,D_matrix_MSH2_3_30_both_genders.csv,,,,,,,
MSH2,"Q3Y, Start age: 35",3,35,D_matrix_MSH2_3_35_both_genders.csv,,,,,,,
MSH2,"Q3Y, Start age: 40",3,40,D_matrix_MSH2_3_40_both_genders.csv,,,,,,,
MSH2,"Q4Y, Start age: 25",4,25,D_matrix_MSH2_4_25_both_genders.csv,,,,,,,
MSH2,"Q4Y, Start age: 30",4,30,D_matrix_MSH2_4_30_both_genders.csv,,,,,,,
MSH2,"Q4Y, Start age: 35",4,35,D_matrix_MSH2_4_35_both_genders.csv,,,,,,,
MSH2,"Q4Y, Start age: 40",4,40,D_matrix_MSH2_4_40_both_genders.csv,,,,,,,
MSH2,"Q5Y, Start age: 25",5,25,D_matrix_MSH2_5_25_both_genders.csv,,,,,,,
MSH2,"Q5Y, Start age: 30",5,30,D_matrix_MSH2_5_30_both_genders.csv,,,,,,,
MSH2,"Q5Y, Start age: 35",5,35,D_matrix_MSH2_5_35_both_genders.csv,,,,,,,
MSH2,"Q5Y, Start age: 40",5,40,D_matrix_MSH2_5_40_both_genders.csv,,,,,,,
MSH6,"Q1Y, Start age: 25",1,25,D_matrix_MSH6_1_25_both_genders.csv,,,,,,,
MSH6,"Q1Y, Start age: 30",1,30,D_matrix_MSH6_1_30_both_genders.csv,,,,,,,
MSH6,"Q1Y, Start age: 35",1,35,D_matrix_MSH6_1_35_both_genders.csv,,,,,,,
MSH6,"Q1Y, Start age: 40",1,40,D_matrix_MSH6_1_40_both_genders.csv,,,,,,,
MSH6,"Q2Y, Start age: 25",2,25,D_matrix_MSH6_2_25_both_genders.csv,,,,,,,
MSH6,"Q2Y, Start age: 30",2,30,D_matrix_MSH6_2_30_both_genders.csv,,,,,,,
MSH6,"Q2Y, Start age: 35",2,35,D_matrix_MSH6_2_35_both_genders.csv,,,,,,,
MSH6,"Q2Y, Start age: 40",2,40,D_matrix_MSH6_2_40_both_genders.csv,,,,,,,
MSH6,"Q3Y, Start age: 25",3,25,D_matrix_MSH6_3_25_both_genders.csv,,,,,,,
MSH6,"Q3Y, Start age: 30",3,30,D_matrix_MSH6_3_30_both_genders.csv,,,,,,,
MSH6,"Q3Y, Start age: 35",3,35,D_matrix_MSH6_3_35_both_genders.csv,,,,,,,
MSH6,"Q3Y, Start age: 40",3,40,D_matrix_MSH6_3_40_both_genders.csv,,,,,,,
MSH6,"Q4Y, Start age: 25",4,25,D_matrix_MSH6_4_25_both_genders.csv,,,,,,,
MSH6,"Q4Y, Start age: 30",4,30,D_matrix_MSH6_4_30_both_genders.csv,,,,,,,
MSH6,"Q4Y, Start age: 35",4,35,D_matrix_MSH6_4_35_both_genders.csv,,,,,,,
MSH6,"Q4Y, Start age: 40",4,40,D_matrix_MSH6_4_40_both_genders.csv,,,,,,,
MSH6,"Q5Y, Start age: 25",5,25,D_matrix_MSH6_5_25_both_genders.csv,,,,,,,
MSH6,"Q5Y, Start age: 30",5,30,D_matrix_MSH6_5_30_both_genders.csv,,,,,,,
MSH6,"Q5Y, Start age: 35",5,35,D_matrix_MSH6_5_35_both_genders.csv,,,,,,,
MSH6,"Q5Y, Start age: 40",5,40,D_matrix_MSH6_5_40_both_genders.csv,,,,,,,
PMS2,"Q1Y, Start age: 25",1,25,D_matrix_PMS2_1_25_both_genders.csv,,,,,,,
PMS2,"Q1Y, Start age: 30",1,30,D_matrix_PMS2_1_30_both_genders.csv,,,,,,,
PMS2,"Q1Y, Start age: 35",1,35,D_matrix_PMS2_1_35_both_genders.csv,,,,,,,
PMS2,"Q1Y, Start age: 40",1,40,D_matrix_PMS2_1_40_both_genders.csv,,,,,,,
PMS2,"Q2Y, Start age: 25",2,25,D_matrix_PMS2_2_25_both_genders.csv,,,,,,,
PMS2,"Q2Y, Start age: 30",2,30,D_matrix_PMS2_2_30_both_genders.csv,,,,,,,
PMS2,"Q2Y, Start age: 35",2,35,D_matrix_PMS2_2_35_both_genders.csv,,,,,,,
PMS2,"Q2Y, Start age: 40",2,40,D_matrix_PMS2_2_40_both_genders.csv,,,,,,,
PMS2,"Q3Y, Start age: 25",3,25,D_matrix_PMS2_3_25_both_genders.csv,,,,,,,
PMS2,"Q3Y, Start age: 30",3,30,D_matrix_PMS2_3_30_both_genders.csv,,,,,,,
PMS2,"Q3Y, Start age: 35",3,35,D_matrix_PMS2_3_35_both_genders.csv,,,,,,,
PMS2,"Q3Y, Start age: 40",3,40,D_matrix_PMS2_3_40_both_genders.csv,,,,,,,
PMS2,"Q4Y, Start age: 25",4,25,D_matrix_PMS2_4_25_both_genders.csv,,,,,,,
PMS2,"Q4Y, Start age: 30",4,30,D_matrix_PMS2_4_30_both_genders.csv,,,,,,,
PMS2,"Q4Y, Start age: 35",4,35,D_matrix_PMS2_4_35_both_genders.csv,,,,,,,
PMS2,"Q4Y, Start age: 40",4,40,D_matrix_PMS2_4_40_both_genders.csv,,,,,,,
PMS2,"Q5Y, Start age: 25",5,25,D_matrix_PMS2_5_25_both_genders.csv,,,,,,,
PMS2,"Q5Y, Start age: 30",5,30,D_matrix_PMS2_5_30_both_genders.csv,,,,,,,
PMS2,"Q5Y, Start age: 35",5,35,D_matrix_PMS2_5_35_both_genders.csv,,,,,,,
PMS2,"Q5Y, Start age: 40",5,40,D_matrix_PMS2_5_40_both_genders.csv,,,,,,,
